payment_id,user_id,subscription_id,amount,payment_date
14097,1401,1401,7.99,2024-07-18
14098,1401,1401,7.99,2024-08-18
14099,1402,1402,13.99,2024-03-13
14100,1402,1402,13.99,2024-04-13
14101,1402,1402,13.99,2024-05-13
14102,1402,1402,13.99,2024-06-13
14103,1402,1402,13.99,2024-07-13
14104,1402,1402,13.99,2024-08-13
14105,1403,1403,13.99,2025-09-17
14106,1403,1403,13.99,2025-10-17
14107,1403,1403,13.99,2025-11-17
14108,1403,1403,13.99,2025-12-17
14109,1404,1404,13.99,2024-06-22
14110,1404,1404,13.99,2024-07-22
14111,1404,1404,13.99,2024-08-22
14112,1404,1404,13.99,2024-09-22
14113,1404,1404,13.99,2024-10-22
14114,1404,1404,13.99,2024-11-22
14115,1404,1404,13.99,2024-12-22
14116,1404,1404,13.99,2025-01-22
14117,1404,1404,13.99,2025-02-22
14118,1404,1404,13.99,2025-03-22
14119,1404,1404,13.99,2025-04-22
14120,1404,1404,13.99,2025-05-22
14121,1404,1404,13.99,2025-06-22
14122,1404,1404,13.99,2025-07-22
14123,1404,1404,13.99,2025-08-22
14124,1404,1404,13.99,2025-09-22
14125,1404,1404,13.99,2025-10-22
14126,1405,1405,19.99,2025-05-02
14127,1405,1405,19.99,2025-06-02
14128,1405,1405,19.99,2025-07-02
14129,1405,1405,19.99,2025-08-02
14130,1405,1405,19.99,2025-09-02
14131,1405,1405,19.99,2025-10-02
14132,1405,1405,19.99,2025-11-02
14133,1405,1405,19.99,2025-12-02
14134,1406,1406,19.99,2024-06-27
14135,1406,1406,19.99,2024-07-27
14136,1406,1406,19.99,2024-08-27
14137,1406,1406,19.99,2024-09-27
14138,1406,1406,19.99,2024-10-27
14139,1406,1406,19.99,2024-11-27
14140,1406,1406,19.99,2024-12-27
14141,1406,1406,19.99,2025-01-27
14142,1406,1406,19.99,2025-02-27
14143,1406,1406,19.99,2025-03-27
14144,1406,1406,19.99,2025-04-27
14145,1406,1406,19.99,2025-05-27
14146,1406,1406,19.99,2025-06-27
14147,1406,1406,19.99,2025-07-27
14148,1406,1406,19.99,2025-08-27
14149,1406,1406,19.99,2025-09-27
14150,1406,1406,19.99,2025-10-27
14151,1406,1406,19.99,2025-11-27
14152,1406,1406,19.99,2025-12-27
14153,1407,1407,7.99,2023-09-05
14154,1407,1407,7.99,2023-10-05
14155,1407,1407,7.99,2023-11-05
14156,1407,1407,7.99,2023-12-05
14157,1407,1407,7.99,2024-01-05
14158,1407,1407,7.99,2024-02-05
14159,1407,1407,7.99,2024-03-05
14160,1407,1407,7.99,2024-04-05
14161,1407,1407,7.99,2024-05-05
14162,1407,1407,7.99,2024-06-05
14163,1407,1407,7.99,2024-07-05
14164,1407,1407,7.99,2024-08-05
14165,1407,1407,7.99,2024-09-05
14166,1407,1407,7.99,2024-10-05
14167,1407,1407,7.99,2024-11-05
14168,1407,1407,7.99,2024-12-05
14169,1407,1407,7.99,2025-01-05
14170,1408,1408,13.99,2024-06-14
14171,1408,1408,13.99,2024-07-14
14172,1408,1408,13.99,2024-08-14
14173,1408,1408,13.99,2024-09-14
14174,1408,1408,13.99,2024-10-14
14175,1408,1408,13.99,2024-11-14
14176,1408,1408,13.99,2024-12-14
14177,1408,1408,13.99,2025-01-14
14178,1409,1409,13.99,2023-04-01
14179,1409,1409,13.99,2023-05-01
14180,1409,1409,13.99,2023-06-01
14181,1409,1409,13.99,2023-07-01
14182,1409,1409,13.99,2023-08-01
14183,1409,1409,13.99,2023-09-01
14184,1409,1409,13.99,2023-10-01
14185,1409,1409,13.99,2023-11-01
14186,1409,1409,13.99,2023-12-01
14187,1409,1409,13.99,2024-01-01
14188,1409,1409,13.99,2024-02-01
14189,1409,1409,13.99,2024-03-01
14190,1410,1410,7.99,2025-06-11
14191,1410,1410,7.99,2025-07-11
14192,1410,1410,7.99,2025-08-11
14193,1410,1410,7.99,2025-09-11
14194,1410,1410,7.99,2025-10-11
14195,1410,1410,7.99,2025-11-11
14196,1410,1410,7.99,2025-12-11
14197,1411,1411,7.99,2025-03-09
14198,1411,1411,7.99,2025-04-09
14199,1411,1411,7.99,2025-05-09
14200,1412,1412,7.99,2024-03-26
14201,1412,1412,7.99,2024-04-26
14202,1412,1412,7.99,2024-05-26
14203,1412,1412,7.99,2024-06-26
14204,1412,1412,7.99,2024-07-26
14205,1412,1412,7.99,2024-08-26
14206,1412,1412,7.99,2024-09-26
14207,1412,1412,7.99,2024-10-26
14208,1412,1412,7.99,2024-11-26
14209,1413,1413,13.99,2023-03-03
14210,1413,1413,13.99,2023-04-03
14211,1413,1413,13.99,2023-05-03
14212,1413,1413,13.99,2023-06-03
14213,1413,1413,13.99,2023-07-03
14214,1413,1413,13.99,2023-08-03
14215,1413,1413,13.99,2023-09-03
14216,1413,1413,13.99,2023-10-03
14217,1413,1413,13.99,2023-11-03
14218,1414,1414,13.99,2025-10-12
14219,1414,1414,13.99,2025-11-12
14220,1414,1414,13.99,2025-12-12
14221,1415,1415,7.99,2025-02-12
14222,1415,1415,7.99,2025-03-12
14223,1415,1415,7.99,2025-04-12
14224,1415,1415,7.99,2025-05-12
14225,1415,1415,7.99,2025-06-12
14226,1415,1415,7.99,2025-07-12
14227,1415,1415,7.99,2025-08-12
14228,1415,1415,7.99,2025-09-12
14229,1415,1415,7.99,2025-10-12
14230,1415,1415,7.99,2025-11-12
14231,1415,1415,7.99,2025-12-12
14232,1416,1416,13.99,2023-05-24
14233,1416,1416,13.99,2023-06-24
14234,1416,1416,13.99,2023-07-24
14235,1416,1416,13.99,2023-08-24
14236,1416,1416,13.99,2023-09-24
14237,1416,1416,13.99,2023-10-24
14238,1416,1416,13.99,2023-11-24
14239,1416,1416,13.99,2023-12-24
14240,1416,1416,13.99,2024-01-24
14241,1416,1416,13.99,2024-02-24
14242,1416,1416,13.99,2024-03-24
14243,1416,1416,13.99,2024-04-24
14244,1416,1416,13.99,2024-05-24
14245,1416,1416,13.99,2024-06-24
14246,1416,1416,13.99,2024-07-24
14247,1416,1416,13.99,2024-08-24
14248,1417,1417,7.99,2025-08-14
14249,1417,1417,7.99,2025-09-14
14250,1417,1417,7.99,2025-10-14
14251,1417,1417,7.99,2025-11-14
14252,1417,1417,7.99,2025-12-14
14253,1418,1418,7.99,2025-07-21
14254,1418,1418,7.99,2025-08-21
14255,1418,1418,7.99,2025-09-21
14256,1418,1418,7.99,2025-10-21
14257,1418,1418,7.99,2025-11-21
14258,1418,1418,7.99,2025-12-21
14259,1419,1419,7.99,2025-12-25
14260,1420,1420,13.99,2025-12-27
14261,1421,1421,13.99,2025-03-13
14262,1421,1421,13.99,2025-04-13
14263,1421,1421,13.99,2025-05-13
14264,1421,1421,13.99,2025-06-13
14265,1421,1421,13.99,2025-07-13
14266,1421,1421,13.99,2025-08-13
14267,1421,1421,13.99,2025-09-13
14268,1421,1421,13.99,2025-10-13
14269,1421,1421,13.99,2025-11-13
14270,1421,1421,13.99,2025-12-13
14271,1422,1422,13.99,2024-03-17
14272,1422,1422,13.99,2024-04-17
14273,1422,1422,13.99,2024-05-17
14274,1422,1422,13.99,2024-06-17
14275,1422,1422,13.99,2024-07-17
14276,1422,1422,13.99,2024-08-17
14277,1422,1422,13.99,2024-09-17
14278,1422,1422,13.99,2024-10-17
14279,1422,1422,13.99,2024-11-17
14280,1422,1422,13.99,2024-12-17
14281,1422,1422,13.99,2025-01-17
14282,1422,1422,13.99,2025-02-17
14283,1422,1422,13.99,2025-03-17
14284,1422,1422,13.99,2025-04-17
14285,1422,1422,13.99,2025-05-17
14286,1422,1422,13.99,2025-06-17
14287,1422,1422,13.99,2025-07-17
14288,1422,1422,13.99,2025-08-17
14289,1422,1422,13.99,2025-09-17
14290,1422,1422,13.99,2025-10-17
14291,1423,1423,7.99,2024-07-27
14292,1423,1423,7.99,2024-08-27
14293,1423,1423,7.99,2024-09-27
14294,1424,1424,13.99,2024-12-21
14295,1424,1424,13.99,2025-01-21
14296,1424,1424,13.99,2025-02-21
14297,1424,1424,13.99,2025-03-21
14298,1424,1424,13.99,2025-04-21
14299,1424,1424,13.99,2025-05-21
14300,1424,1424,13.99,2025-06-21
14301,1424,1424,13.99,2025-07-21
14302,1424,1424,13.99,2025-08-21
14303,1424,1424,13.99,2025-09-21
14304,1424,1424,13.99,2025-10-21
14305,1424,1424,13.99,2025-11-21
14306,1424,1424,13.99,2025-12-21
14307,1425,1425,7.99,2025-12-10
14308,1426,1426,13.99,2023-11-05
14309,1426,1426,13.99,2023-12-05
14310,1427,1427,19.99,2025-02-24
14311,1427,1427,19.99,2025-03-24
14312,1427,1427,19.99,2025-04-24
14313,1427,1427,19.99,2025-05-24
14314,1427,1427,19.99,2025-06-24
14315,1427,1427,19.99,2025-07-24
14316,1427,1427,19.99,2025-08-24
14317,1427,1427,19.99,2025-09-24
14318,1427,1427,19.99,2025-10-24
14319,1427,1427,19.99,2025-11-24
14320,1427,1427,19.99,2025-12-24
14321,1428,1428,7.99,2025-07-17
14322,1428,1428,7.99,2025-08-17
14323,1428,1428,7.99,2025-09-17
14324,1428,1428,7.99,2025-10-17
14325,1428,1428,7.99,2025-11-17
14326,1428,1428,7.99,2025-12-17
14327,1429,1429,19.99,2025-07-04
14328,1429,1429,19.99,2025-08-04
14329,1429,1429,19.99,2025-09-04
14330,1429,1429,19.99,2025-10-04
14331,1429,1429,19.99,2025-11-04
14332,1429,1429,19.99,2025-12-04
14333,1430,1430,19.99,2025-04-19
14334,1430,1430,19.99,2025-05-19
14335,1430,1430,19.99,2025-06-19
14336,1430,1430,19.99,2025-07-19
14337,1430,1430,19.99,2025-08-19
14338,1430,1430,19.99,2025-09-19
14339,1430,1430,19.99,2025-10-19
14340,1430,1430,19.99,2025-11-19
14341,1430,1430,19.99,2025-12-19
14342,1431,1431,13.99,2025-06-02
14343,1431,1431,13.99,2025-07-02
14344,1431,1431,13.99,2025-08-02
14345,1431,1431,13.99,2025-09-02
14346,1431,1431,13.99,2025-10-02
14347,1431,1431,13.99,2025-11-02
14348,1431,1431,13.99,2025-12-02
14349,1432,1432,19.99,2025-12-06
14350,1433,1433,13.99,2024-11-17
14351,1433,1433,13.99,2024-12-17
14352,1433,1433,13.99,2025-01-17
14353,1433,1433,13.99,2025-02-17
14354,1433,1433,13.99,2025-03-17
14355,1433,1433,13.99,2025-04-17
14356,1433,1433,13.99,2025-05-17
14357,1433,1433,13.99,2025-06-17
14358,1433,1433,13.99,2025-07-17
14359,1433,1433,13.99,2025-08-17
14360,1433,1433,13.99,2025-09-17
14361,1433,1433,13.99,2025-10-17
14362,1433,1433,13.99,2025-11-17
14363,1433,1433,13.99,2025-12-17
14364,1434,1434,7.99,2025-11-04
14365,1434,1434,7.99,2025-12-04
14366,1435,1435,7.99,2025-04-17
14367,1435,1435,7.99,2025-05-17
14368,1435,1435,7.99,2025-06-17
14369,1435,1435,7.99,2025-07-17
14370,1435,1435,7.99,2025-08-17
14371,1435,1435,7.99,2025-09-17
14372,1435,1435,7.99,2025-10-17
14373,1436,1436,7.99,2023-11-19
14374,1436,1436,7.99,2023-12-19
14375,1436,1436,7.99,2024-01-19
14376,1436,1436,7.99,2024-02-19
14377,1436,1436,7.99,2024-03-19
14378,1436,1436,7.99,2024-04-19
14379,1436,1436,7.99,2024-05-19
14380,1437,1437,7.99,2024-02-24
14381,1437,1437,7.99,2024-03-24
14382,1437,1437,7.99,2024-04-24
14383,1437,1437,7.99,2024-05-24
14384,1437,1437,7.99,2024-06-24
14385,1437,1437,7.99,2024-07-24
14386,1437,1437,7.99,2024-08-24
14387,1437,1437,7.99,2024-09-24
14388,1437,1437,7.99,2024-10-24
14389,1437,1437,7.99,2024-11-24
14390,1437,1437,7.99,2024-12-24
14391,1438,1438,13.99,2025-03-27
14392,1438,1438,13.99,2025-04-27
14393,1438,1438,13.99,2025-05-27
14394,1438,1438,13.99,2025-06-27
14395,1438,1438,13.99,2025-07-27
14396,1438,1438,13.99,2025-08-27
14397,1438,1438,13.99,2025-09-27
14398,1438,1438,13.99,2025-10-27
14399,1438,1438,13.99,2025-11-27
14400,1438,1438,13.99,2025-12-27
14401,1439,1439,13.99,2025-02-13
14402,1439,1439,13.99,2025-03-13
14403,1439,1439,13.99,2025-04-13
14404,1440,1440,7.99,2025-07-01
14405,1440,1440,7.99,2025-08-01
14406,1440,1440,7.99,2025-09-01
14407,1440,1440,7.99,2025-10-01
14408,1440,1440,7.99,2025-11-01
14409,1440,1440,7.99,2025-12-01
14410,1441,1441,13.99,2025-08-18
14411,1441,1441,13.99,2025-09-18
14412,1441,1441,13.99,2025-10-18
14413,1441,1441,13.99,2025-11-18
14414,1441,1441,13.99,2025-12-18
14415,1442,1442,13.99,2024-08-02
14416,1442,1442,13.99,2024-09-02
14417,1442,1442,13.99,2024-10-02
14418,1442,1442,13.99,2024-11-02
14419,1442,1442,13.99,2024-12-02
14420,1442,1442,13.99,2025-01-02
14421,1442,1442,13.99,2025-02-02
14422,1442,1442,13.99,2025-03-02
14423,1442,1442,13.99,2025-04-02
14424,1442,1442,13.99,2025-05-02
14425,1442,1442,13.99,2025-06-02
14426,1442,1442,13.99,2025-07-02
14427,1442,1442,13.99,2025-08-02
14428,1442,1442,13.99,2025-09-02
14429,1442,1442,13.99,2025-10-02
14430,1442,1442,13.99,2025-11-02
14431,1442,1442,13.99,2025-12-02
14432,1443,1443,19.99,2025-06-11
14433,1443,1443,19.99,2025-07-11
14434,1443,1443,19.99,2025-08-11
14435,1443,1443,19.99,2025-09-11
14436,1443,1443,19.99,2025-10-11
14437,1443,1443,19.99,2025-11-11
14438,1443,1443,19.99,2025-12-11
14439,1444,1444,7.99,2025-09-03
14440,1444,1444,7.99,2025-10-03
14441,1444,1444,7.99,2025-11-03
14442,1444,1444,7.99,2025-12-03
14443,1445,1445,19.99,2024-08-16
14444,1445,1445,19.99,2024-09-16
14445,1445,1445,19.99,2024-10-16
14446,1445,1445,19.99,2024-11-16
14447,1445,1445,19.99,2024-12-16
14448,1445,1445,19.99,2025-01-16
14449,1445,1445,19.99,2025-02-16
14450,1445,1445,19.99,2025-03-16
14451,1445,1445,19.99,2025-04-16
14452,1445,1445,19.99,2025-05-16
14453,1445,1445,19.99,2025-06-16
14454,1445,1445,19.99,2025-07-16
14455,1445,1445,19.99,2025-08-16
14456,1445,1445,19.99,2025-09-16
14457,1445,1445,19.99,2025-10-16
14458,1445,1445,19.99,2025-11-16
14459,1445,1445,19.99,2025-12-16
14460,1446,1446,19.99,2023-07-08
14461,1446,1446,19.99,2023-08-08
14462,1446,1446,19.99,2023-09-08
14463,1446,1446,19.99,2023-10-08
14464,1446,1446,19.99,2023-11-08
14465,1446,1446,19.99,2023-12-08
14466,1446,1446,19.99,2024-01-08
14467,1446,1446,19.99,2024-02-08
14468,1446,1446,19.99,2024-03-08
14469,1446,1446,19.99,2024-04-08
14470,1446,1446,19.99,2024-05-08
14471,1446,1446,19.99,2024-06-08
14472,1446,1446,19.99,2024-07-08
14473,1446,1446,19.99,2024-08-08
14474,1446,1446,19.99,2024-09-08
14475,1446,1446,19.99,2024-10-08
14476,1446,1446,19.99,2024-11-08
14477,1446,1446,19.99,2024-12-08
14478,1446,1446,19.99,2025-01-08
14479,1446,1446,19.99,2025-02-08
14480,1446,1446,19.99,2025-03-08
14481,1446,1446,19.99,2025-04-08
14482,1446,1446,19.99,2025-05-08
14483,1446,1446,19.99,2025-06-08
14484,1446,1446,19.99,2025-07-08
14485,1446,1446,19.99,2025-08-08
14486,1446,1446,19.99,2025-09-08
14487,1446,1446,19.99,2025-10-08
14488,1446,1446,19.99,2025-11-08
14489,1446,1446,19.99,2025-12-08
14490,1447,1447,13.99,2025-04-14
14491,1447,1447,13.99,2025-05-14
14492,1447,1447,13.99,2025-06-14
14493,1447,1447,13.99,2025-07-14
14494,1447,1447,13.99,2025-08-14
14495,1447,1447,13.99,2025-09-14
14496,1447,1447,13.99,2025-10-14
14497,1447,1447,13.99,2025-11-14
14498,1447,1447,13.99,2025-12-14
14499,1448,1448,13.99,2025-06-15
14500,1448,1448,13.99,2025-07-15
14501,1448,1448,13.99,2025-08-15
14502,1448,1448,13.99,2025-09-15
14503,1448,1448,13.99,2025-10-15
14504,1448,1448,13.99,2025-11-15
14505,1448,1448,13.99,2025-12-15
14506,1449,1449,7.99,2023-09-23
14507,1449,1449,7.99,2023-10-23
14508,1450,1450,7.99,2024-05-06
14509,1450,1450,7.99,2024-06-06
14510,1450,1450,7.99,2024-07-06
14511,1450,1450,7.99,2024-08-06
14512,1450,1450,7.99,2024-09-06
14513,1450,1450,7.99,2024-10-06
14514,1450,1450,7.99,2024-11-06
14515,1450,1450,7.99,2024-12-06
14516,1451,1451,19.99,2023-09-26
14517,1451,1451,19.99,2023-10-26
14518,1451,1451,19.99,2023-11-26
14519,1452,1452,7.99,2023-08-06
14520,1452,1452,7.99,2023-09-06
14521,1452,1452,7.99,2023-10-06
14522,1452,1452,7.99,2023-11-06
14523,1452,1452,7.99,2023-12-06
14524,1452,1452,7.99,2024-01-06
14525,1452,1452,7.99,2024-02-06
14526,1452,1452,7.99,2024-03-06
14527,1452,1452,7.99,2024-04-06
14528,1452,1452,7.99,2024-05-06
14529,1452,1452,7.99,2024-06-06
14530,1452,1452,7.99,2024-07-06
14531,1452,1452,7.99,2024-08-06
14532,1452,1452,7.99,2024-09-06
14533,1452,1452,7.99,2024-10-06
14534,1452,1452,7.99,2024-11-06
14535,1452,1452,7.99,2024-12-06
14536,1452,1452,7.99,2025-01-06
14537,1452,1452,7.99,2025-02-06
14538,1452,1452,7.99,2025-03-06
14539,1452,1452,7.99,2025-04-06
14540,1452,1452,7.99,2025-05-06
14541,1452,1452,7.99,2025-06-06
14542,1452,1452,7.99,2025-07-06
14543,1452,1452,7.99,2025-08-06
14544,1452,1452,7.99,2025-09-06
14545,1452,1452,7.99,2025-10-06
14546,1453,1453,7.99,2025-12-11
14547,1454,1454,13.99,2024-05-13
14548,1454,1454,13.99,2024-06-13
14549,1454,1454,13.99,2024-07-13
14550,1454,1454,13.99,2024-08-13
14551,1454,1454,13.99,2024-09-13
14552,1455,1455,19.99,2024-02-21
14553,1455,1455,19.99,2024-03-21
14554,1455,1455,19.99,2024-04-21
14555,1455,1455,19.99,2024-05-21
14556,1455,1455,19.99,2024-06-21
14557,1455,1455,19.99,2024-07-21
14558,1455,1455,19.99,2024-08-21
14559,1455,1455,19.99,2024-09-21
14560,1455,1455,19.99,2024-10-21
14561,1455,1455,19.99,2024-11-21
14562,1455,1455,19.99,2024-12-21
14563,1455,1455,19.99,2025-01-21
14564,1455,1455,19.99,2025-02-21
14565,1455,1455,19.99,2025-03-21
14566,1455,1455,19.99,2025-04-21
14567,1455,1455,19.99,2025-05-21
14568,1455,1455,19.99,2025-06-21
14569,1455,1455,19.99,2025-07-21
14570,1455,1455,19.99,2025-08-21
14571,1455,1455,19.99,2025-09-21
14572,1455,1455,19.99,2025-10-21
14573,1455,1455,19.99,2025-11-21
14574,1455,1455,19.99,2025-12-21
14575,1456,1456,19.99,2023-01-15
14576,1456,1456,19.99,2023-02-15
14577,1456,1456,19.99,2023-03-15
14578,1456,1456,19.99,2023-04-15
14579,1456,1456,19.99,2023-05-15
14580,1456,1456,19.99,2023-06-15
14581,1456,1456,19.99,2023-07-15
14582,1456,1456,19.99,2023-08-15
14583,1456,1456,19.99,2023-09-15
14584,1456,1456,19.99,2023-10-15
14585,1456,1456,19.99,2023-11-15
14586,1456,1456,19.99,2023-12-15
14587,1456,1456,19.99,2024-01-15
14588,1456,1456,19.99,2024-02-15
14589,1456,1456,19.99,2024-03-15
14590,1456,1456,19.99,2024-04-15
14591,1456,1456,19.99,2024-05-15
14592,1456,1456,19.99,2024-06-15
14593,1456,1456,19.99,2024-07-15
14594,1456,1456,19.99,2024-08-15
14595,1456,1456,19.99,2024-09-15
14596,1456,1456,19.99,2024-10-15
14597,1456,1456,19.99,2024-11-15
14598,1456,1456,19.99,2024-12-15
14599,1456,1456,19.99,2025-01-15
14600,1456,1456,19.99,2025-02-15
14601,1457,1457,13.99,2025-08-06
14602,1457,1457,13.99,2025-09-06
14603,1457,1457,13.99,2025-10-06
14604,1457,1457,13.99,2025-11-06
14605,1457,1457,13.99,2025-12-06
14606,1458,1458,13.99,2025-06-16
14607,1458,1458,13.99,2025-07-16
14608,1458,1458,13.99,2025-08-16
14609,1458,1458,13.99,2025-09-16
14610,1458,1458,13.99,2025-10-16
14611,1458,1458,13.99,2025-11-16
14612,1458,1458,13.99,2025-12-16
14613,1459,1459,13.99,2023-07-05
14614,1459,1459,13.99,2023-08-05
14615,1459,1459,13.99,2023-09-05
14616,1459,1459,13.99,2023-10-05
14617,1459,1459,13.99,2023-11-05
14618,1460,1460,7.99,2025-04-01
14619,1460,1460,7.99,2025-05-01
14620,1460,1460,7.99,2025-06-01
14621,1460,1460,7.99,2025-07-01
14622,1460,1460,7.99,2025-08-01
14623,1460,1460,7.99,2025-09-01
14624,1460,1460,7.99,2025-10-01
14625,1460,1460,7.99,2025-11-01
14626,1460,1460,7.99,2025-12-01
14627,1461,1461,13.99,2025-11-04
14628,1461,1461,13.99,2025-12-04
14629,1462,1462,7.99,2023-08-23
14630,1462,1462,7.99,2023-09-23
14631,1462,1462,7.99,2023-10-23
14632,1462,1462,7.99,2023-11-23
14633,1462,1462,7.99,2023-12-23
14634,1462,1462,7.99,2024-01-23
14635,1462,1462,7.99,2024-02-23
14636,1462,1462,7.99,2024-03-23
14637,1462,1462,7.99,2024-04-23
14638,1462,1462,7.99,2024-05-23
14639,1462,1462,7.99,2024-06-23
14640,1462,1462,7.99,2024-07-23
14641,1462,1462,7.99,2024-08-23
14642,1462,1462,7.99,2024-09-23
14643,1462,1462,7.99,2024-10-23
14644,1462,1462,7.99,2024-11-23
14645,1462,1462,7.99,2024-12-23
14646,1462,1462,7.99,2025-01-23
14647,1462,1462,7.99,2025-02-23
14648,1462,1462,7.99,2025-03-23
14649,1462,1462,7.99,2025-04-23
14650,1462,1462,7.99,2025-05-23
14651,1462,1462,7.99,2025-06-23
14652,1462,1462,7.99,2025-07-23
14653,1462,1462,7.99,2025-08-23
14654,1462,1462,7.99,2025-09-23
14655,1462,1462,7.99,2025-10-23
14656,1462,1462,7.99,2025-11-23
14657,1462,1462,7.99,2025-12-23
14658,1463,1463,13.99,2023-11-26
14659,1463,1463,13.99,2023-12-26
14660,1463,1463,13.99,2024-01-26
14661,1463,1463,13.99,2024-02-26
14662,1463,1463,13.99,2024-03-26
14663,1463,1463,13.99,2024-04-26
14664,1463,1463,13.99,2024-05-26
14665,1463,1463,13.99,2024-06-26
14666,1463,1463,13.99,2024-07-26
14667,1463,1463,13.99,2024-08-26
14668,1463,1463,13.99,2024-09-26
14669,1463,1463,13.99,2024-10-26
14670,1463,1463,13.99,2024-11-26
14671,1463,1463,13.99,2024-12-26
14672,1463,1463,13.99,2025-01-26
14673,1463,1463,13.99,2025-02-26
14674,1463,1463,13.99,2025-03-26
14675,1463,1463,13.99,2025-04-26
14676,1463,1463,13.99,2025-05-26
14677,1463,1463,13.99,2025-06-26
14678,1463,1463,13.99,2025-07-26
14679,1463,1463,13.99,2025-08-26
14680,1463,1463,13.99,2025-09-26
14681,1463,1463,13.99,2025-10-26
14682,1463,1463,13.99,2025-11-26
14683,1464,1464,13.99,2023-04-14
14684,1464,1464,13.99,2023-05-14
14685,1464,1464,13.99,2023-06-14
14686,1464,1464,13.99,2023-07-14
14687,1464,1464,13.99,2023-08-14
14688,1464,1464,13.99,2023-09-14
14689,1464,1464,13.99,2023-10-14
14690,1464,1464,13.99,2023-11-14
14691,1464,1464,13.99,2023-12-14
14692,1464,1464,13.99,2024-01-14
14693,1464,1464,13.99,2024-02-14
14694,1464,1464,13.99,2024-03-14
14695,1464,1464,13.99,2024-04-14
14696,1464,1464,13.99,2024-05-14
14697,1464,1464,13.99,2024-06-14
14698,1464,1464,13.99,2024-07-14
14699,1464,1464,13.99,2024-08-14
14700,1465,1465,13.99,2025-09-14
14701,1465,1465,13.99,2025-10-14
14702,1465,1465,13.99,2025-11-14
14703,1465,1465,13.99,2025-12-14
14704,1466,1466,13.99,2023-10-20
14705,1466,1466,13.99,2023-11-20
14706,1466,1466,13.99,2023-12-20
14707,1466,1466,13.99,2024-01-20
14708,1466,1466,13.99,2024-02-20
14709,1466,1466,13.99,2024-03-20
14710,1466,1466,13.99,2024-04-20
14711,1466,1466,13.99,2024-05-20
14712,1466,1466,13.99,2024-06-20
14713,1466,1466,13.99,2024-07-20
14714,1466,1466,13.99,2024-08-20
14715,1466,1466,13.99,2024-09-20
14716,1466,1466,13.99,2024-10-20
14717,1466,1466,13.99,2024-11-20
14718,1466,1466,13.99,2024-12-20
14719,1466,1466,13.99,2025-01-20
14720,1466,1466,13.99,2025-02-20
14721,1466,1466,13.99,2025-03-20
14722,1466,1466,13.99,2025-04-20
14723,1466,1466,13.99,2025-05-20
14724,1466,1466,13.99,2025-06-20
14725,1466,1466,13.99,2025-07-20
14726,1466,1466,13.99,2025-08-20
14727,1466,1466,13.99,2025-09-20
14728,1466,1466,13.99,2025-10-20
14729,1466,1466,13.99,2025-11-20
14730,1466,1466,13.99,2025-12-20
14731,1467,1467,13.99,2023-03-18
14732,1467,1467,13.99,2023-04-18
14733,1467,1467,13.99,2023-05-18
14734,1467,1467,13.99,2023-06-18
14735,1467,1467,13.99,2023-07-18
14736,1467,1467,13.99,2023-08-18
14737,1467,1467,13.99,2023-09-18
14738,1467,1467,13.99,2023-10-18
14739,1467,1467,13.99,2023-11-18
14740,1467,1467,13.99,2023-12-18
14741,1467,1467,13.99,2024-01-18
14742,1467,1467,13.99,2024-02-18
14743,1467,1467,13.99,2024-03-18
14744,1467,1467,13.99,2024-04-18
14745,1467,1467,13.99,2024-05-18
14746,1467,1467,13.99,2024-06-18
14747,1467,1467,13.99,2024-07-18
14748,1467,1467,13.99,2024-08-18
14749,1467,1467,13.99,2024-09-18
14750,1467,1467,13.99,2024-10-18
14751,1467,1467,13.99,2024-11-18
14752,1467,1467,13.99,2024-12-18
14753,1467,1467,13.99,2025-01-18
14754,1467,1467,13.99,2025-02-18
14755,1467,1467,13.99,2025-03-18
14756,1467,1467,13.99,2025-04-18
14757,1467,1467,13.99,2025-05-18
14758,1467,1467,13.99,2025-06-18
14759,1467,1467,13.99,2025-07-18
14760,1467,1467,13.99,2025-08-18
14761,1467,1467,13.99,2025-09-18
14762,1467,1467,13.99,2025-10-18
14763,1467,1467,13.99,2025-11-18
14764,1467,1467,13.99,2025-12-18
14765,1468,1468,7.99,2023-08-01
14766,1468,1468,7.99,2023-09-01
14767,1468,1468,7.99,2023-10-01
14768,1468,1468,7.99,2023-11-01
14769,1468,1468,7.99,2023-12-01
14770,1468,1468,7.99,2024-01-01
14771,1468,1468,7.99,2024-02-01
14772,1468,1468,7.99,2024-03-01
14773,1469,1469,13.99,2023-03-23
14774,1469,1469,13.99,2023-04-23
14775,1469,1469,13.99,2023-05-23
14776,1469,1469,13.99,2023-06-23
14777,1469,1469,13.99,2023-07-23
14778,1469,1469,13.99,2023-08-23
14779,1469,1469,13.99,2023-09-23
14780,1469,1469,13.99,2023-10-23
14781,1469,1469,13.99,2023-11-23
14782,1469,1469,13.99,2023-12-23
14783,1469,1469,13.99,2024-01-23
14784,1469,1469,13.99,2024-02-23
14785,1469,1469,13.99,2024-03-23
14786,1469,1469,13.99,2024-04-23
14787,1469,1469,13.99,2024-05-23
14788,1469,1469,13.99,2024-06-23
14789,1469,1469,13.99,2024-07-23
14790,1469,1469,13.99,2024-08-23
14791,1469,1469,13.99,2024-09-23
14792,1469,1469,13.99,2024-10-23
14793,1469,1469,13.99,2024-11-23
14794,1469,1469,13.99,2024-12-23
