user_id,signup_date,acquisition_channel,country,age
1871,2025-01-21,Search,CA,47
1872,2025-09-27,Search,US,25
1873,2025-07-08,Search,US,31
1874,2024-07-09,Paid Social,US,30
1875,2025-01-09,Organic,US,33
1876,2025-08-16,Affiliate,CA,54
1877,2023-04-14,Search,US,41
1878,2023-08-02,Referral,AU,55
1879,2024-07-24,Display,UK,23
1880,2024-05-17,Display,UK,47
1881,2025-11-15,Organic,US,30
1882,2023-12-19,Affiliate,US,39
1883,2024-03-20,Paid Social,US,48
1884,2024-05-15,Referral,US,43
1885,2023-12-03,Display,US,31
1886,2023-12-27,Referral,US,39
1887,2025-11-14,Organic,DE,16
1888,2024-09-06,Paid Social,CA,16
1889,2025-12-19,Search,CA,26
1890,2025-02-10,Referral,VN,51
1891,2023-08-04,Search,AU,38
1892,2025-05-23,Display,US,29
1893,2023-07-26,Search,US,44
1894,2025-08-22,Paid Social,US,27
1895,2025-06-09,Search,VN,16
1896,2024-08-12,Organic,AU,36
1897,2023-12-02,Search,DE,40
1898,2024-09-05,Search,UK,44
1899,2024-07-01,Affiliate,VN,19
1900,2024-02-11,Referral,VN,31
1901,2023-03-15,Search,US,24
1902,2024-10-19,Paid Social,CA,37
1903,2024-11-05,Paid Social,AU,27
1904,2025-01-23,Organic,AU,24
1905,2025-06-23,Organic,US,47
1906,2025-04-09,Search,US,33
1907,2023-12-07,Search,US,20
1908,2025-05-25,Paid Social,CA,31
1909,2025-03-24,Paid Social,UK,30
1910,2025-11-19,Paid Social,US,27
1911,2024-01-02,Display,US,47
1912,2023-02-19,Affiliate,UK,31
1913,2024-06-01,Search,US,41
1914,2024-09-26,Organic,US,30
1915,2024-06-13,Search,UK,41
1916,2024-12-12,Referral,US,30
1917,2024-12-15,Paid Social,VN,25
1918,2023-04-04,Paid Social,UK,59
1919,2024-07-03,Referral,US,39
1920,2023-02-24,Paid Social,US,16
1921,2024-04-24,Display,DE,24
1922,2024-08-12,Referral,US,35
1923,2025-08-23,Referral,DE,52
1924,2025-02-23,Search,VN,28
1925,2024-01-03,Referral,US,46
1926,2024-11-07,Affiliate,US,36
1927,2025-01-15,Display,US,37
1928,2024-12-16,Affiliate,US,38
1929,2025-06-09,Referral,VN,29
1930,2024-11-17,Search,US,29
1931,2025-06-17,Search,US,64
1932,2025-01-04,Paid Social,CA,37
1933,2025-09-06,Paid Social,CA,50
1934,2025-10-17,Search,UK,18
1935,2025-11-05,Search,US,35
1936,2025-07-18,Referral,DE,16
1937,2024-12-12,Paid Social,CA,28
1938,2025-04-02,Display,UK,50
1939,2025-12-07,Paid Social,VN,38
1940,2023-09-13,Paid Social,US,42
1941,2025-02-15,Search,AU,34
1942,2025-05-10,Referral,UK,26
1943,2024-05-22,Paid Social,US,23
1944,2025-02-02,Organic,AU,16
1945,2024-09-19,Display,DE,44
1946,2024-08-18,Referral,US,31
1947,2024-11-02,Paid Social,CA,16
1948,2023-06-19,Search,VN,31
1949,2024-06-21,Search,UK,20
1950,2024-07-24,Search,US,30
1951,2025-09-01,Display,US,25
1952,2025-10-05,Referral,US,44
1953,2025-06-14,Display,US,41
1954,2024-11-24,Search,US,31
1955,2025-06-19,Display,DE,28
1956,2024-09-01,Affiliate,US,16
1957,2025-01-26,Paid Social,US,44
1958,2024-06-09,Display,CA,41
1959,2023-06-12,Paid Social,VN,20
1960,2024-04-27,Paid Social,US,18
1961,2024-06-06,Referral,UK,50
1962,2023-06-21,Affiliate,CA,21
1963,2025-06-27,Referral,US,28
1964,2025-07-12,Search,UK,31
1965,2023-12-10,Display,DE,40
1966,2023-09-04,Affiliate,US,28
1967,2023-12-24,Display,DE,48
1968,2025-12-06,Organic,US,40
1969,2024-07-25,Paid Social,US,29
1970,2025-08-10,Search,UK,33
1971,2025-03-17,Paid Social,VN,29
1972,2023-11-10,Paid Social,UK,33
1973,2023-05-23,Referral,US,28
1974,2024-05-02,Paid Social,US,29
1975,2025-10-22,Paid Social,UK,38
1976,2025-03-19,Search,US,34
1977,2023-12-12,Organic,UK,32
1978,2024-04-04,Referral,AU,32
1979,2025-08-03,Referral,CA,44
1980,2025-08-13,Search,VN,34
1981,2025-07-10,Paid Social,UK,31
1982,2025-08-03,Paid Social,US,26
1983,2024-06-22,Paid Social,CA,23
1984,2025-12-11,Paid Social,VN,28
1985,2023-03-21,Display,US,44
1986,2025-08-04,Affiliate,AU,16
1987,2025-10-13,Paid Social,US,29
1988,2023-09-04,Organic,AU,42
1989,2024-01-16,Search,US,32
1990,2024-04-27,Search,VN,25
1991,2025-11-25,Display,VN,16
1992,2023-05-25,Organic,VN,26
1993,2024-02-26,Referral,CA,16
1994,2025-09-17,Organic,VN,48
1995,2025-08-04,Display,US,19
1996,2023-03-16,Organic,US,29
1997,2023-05-09,Organic,US,33
1998,2023-09-22,Search,CA,25
1999,2025-05-18,Display,US,31
2000,2025-12-08,Affiliate,UK,37
2001,2025-07-12,Search,DE,43
2002,2025-11-01,Referral,DE,22
2003,2025-08-01,Organic,CA,18
2004,2024-08-09,Organic,US,27
2005,2025-05-13,Paid Social,US,20
2006,2025-01-25,Organic,US,33
2007,2025-05-22,Search,US,32
2008,2025-08-09,Display,VN,21
2009,2025-03-21,Display,VN,30
2010,2025-07-26,Paid Social,CA,37
2011,2024-07-16,Paid Social,US,24
2012,2023-09-14,Referral,VN,35
2013,2024-09-10,Search,US,29
2014,2024-10-08,Referral,US,35
2015,2025-04-15,Organic,US,39
2016,2025-03-06,Search,UK,27
2017,2025-09-23,Organic,DE,27
2018,2024-12-13,Paid Social,US,38
2019,2023-11-10,Paid Social,VN,36
2020,2023-08-09,Affiliate,US,53
2021,2024-11-12,Affiliate,VN,21
2022,2023-09-06,Paid Social,US,29
2023,2025-06-24,Referral,US,25
2024,2023-12-05,Organic,AU,25
2025,2025-07-05,Search,US,33
2026,2024-10-03,Search,US,21
2027,2025-06-16,Search,US,37
2028,2025-04-13,Display,CA,16
2029,2024-01-03,Referral,US,38
2030,2024-03-14,Organic,US,29
2031,2024-07-01,Paid Social,DE,43
2032,2024-02-08,Display,US,44
2033,2025-01-21,Referral,US,32
2034,2024-03-23,Paid Social,US,39
2035,2025-05-09,Display,VN,43
2036,2025-04-10,Search,AU,19
2037,2023-12-15,Referral,CA,38
2038,2024-04-10,Paid Social,VN,26
2039,2024-01-13,Referral,VN,27
2040,2025-05-05,Affiliate,VN,21
2041,2025-09-14,Affiliate,UK,39
2042,2025-04-27,Search,CA,32
2043,2025-05-27,Paid Social,US,38
2044,2024-04-27,Affiliate,DE,16
2045,2025-06-04,Paid Social,US,26
2046,2025-04-15,Affiliate,VN,28
2047,2023-01-23,Affiliate,US,40
2048,2025-10-27,Referral,US,41
2049,2024-10-03,Referral,UK,41
2050,2024-09-19,Search,CA,35
2051,2024-05-20,Display,US,27
2052,2024-11-12,Search,US,44
2053,2023-01-24,Search,AU,32
2054,2024-04-14,Paid Social,US,33
2055,2023-08-05,Search,US,16
2056,2023-10-03,Display,DE,47
2057,2025-01-21,Organic,US,38
2058,2024-12-14,Referral,AU,25
2059,2025-02-03,Affiliate,US,36
2060,2024-09-15,Organic,US,37
2061,2025-12-24,Search,US,39
2062,2025-12-08,Paid Social,VN,19
2063,2023-10-21,Paid Social,UK,29
2064,2023-09-26,Search,VN,39
2065,2023-01-01,Paid Social,US,46
2066,2025-11-11,Display,UK,34
2067,2024-10-18,Referral,US,38
2068,2024-12-27,Display,US,27
2069,2024-11-11,Organic,UK,41
2070,2025-10-06,Paid Social,US,31
2071,2023-01-16,Organic,DE,20
2072,2024-11-25,Referral,US,29
2073,2024-08-22,Paid Social,UK,16
2074,2025-09-19,Referral,VN,37
2075,2024-11-19,Organic,CA,32
2076,2023-04-13,Paid Social,US,40
2077,2023-12-25,Search,US,16
2078,2025-06-21,Display,US,27
2079,2025-12-23,Display,US,18
2080,2025-06-08,Paid Social,US,16
2081,2025-11-04,Referral,CA,39
2082,2025-07-15,Paid Social,US,31
2083,2024-09-12,Search,VN,19
2084,2025-04-11,Affiliate,VN,34
2085,2025-03-24,Organic,AU,20
2086,2023-06-27,Search,CA,48
2087,2024-10-20,Organic,AU,32
2088,2024-02-06,Referral,CA,31
2089,2025-11-19,Affiliate,US,34
2090,2025-06-17,Display,US,34
2091,2023-12-20,Search,UK,16
2092,2024-01-14,Display,US,46
2093,2025-10-16,Affiliate,US,23
2094,2024-03-26,Affiliate,VN,32
2095,2025-02-02,Display,US,49
2096,2023-06-07,Affiliate,US,35
2097,2024-05-11,Paid Social,CA,19
2098,2024-02-18,Display,US,16
2099,2025-06-03,Display,VN,32
2100,2024-11-12,Affiliate,US,52
2101,2025-06-22,Paid Social,US,44
2102,2024-07-03,Search,US,28
2103,2024-10-19,Search,US,34
2104,2025-03-14,Referral,DE,20
2105,2025-04-17,Referral,UK,41
2106,2025-04-01,Organic,UK,32
2107,2025-07-18,Paid Social,UK,30
2108,2025-06-16,Search,VN,18
2109,2025-09-08,Display,US,41
2110,2024-12-01,Organic,DE,29
2111,2025-06-03,Display,US,27
2112,2023-08-08,Paid Social,CA,31
2113,2024-10-08,Paid Social,US,21
2114,2025-09-12,Organic,CA,25
2115,2025-09-18,Paid Social,US,35
2116,2024-02-20,Display,US,50
2117,2023-09-25,Search,UK,26
2118,2025-12-07,Paid Social,US,16
2119,2025-11-18,Organic,CA,40
2120,2025-08-11,Affiliate,AU,59
2121,2024-12-05,Referral,US,19
2122,2025-09-09,Referral,AU,28
2123,2023-10-22,Affiliate,CA,29
2124,2024-07-18,Search,CA,45
2125,2025-05-25,Organic,US,33
2126,2023-09-18,Search,UK,16
2127,2023-09-26,Affiliate,UK,29
2128,2024-11-11,Display,VN,47
2129,2023-09-27,Organic,VN,32
2130,2024-10-06,Display,US,35
2131,2024-01-18,Display,US,42
2132,2024-07-08,Search,UK,17
2133,2025-06-06,Paid Social,CA,16
2134,2023-03-05,Referral,VN,51
2135,2024-02-17,Search,DE,26
2136,2025-11-17,Referral,US,17
2137,2023-07-27,Search,US,28
2138,2023-02-15,Search,US,42
2139,2024-02-13,Paid Social,UK,45
2140,2024-12-07,Affiliate,CA,37
2141,2024-05-02,Organic,US,38
2142,2023-07-01,Paid Social,VN,25
2143,2024-08-13,Search,US,40
2144,2025-06-08,Paid Social,US,30
2145,2025-09-21,Search,US,33
2146,2023-06-11,Referral,US,36
2147,2024-09-16,Organic,CA,27
2148,2025-02-06,Referral,US,35
2149,2025-01-15,Referral,VN,43
2150,2024-08-18,Affiliate,AU,53
2151,2024-02-21,Organic,US,25
2152,2025-12-17,Search,US,33
2153,2025-09-14,Affiliate,US,23
2154,2024-03-21,Affiliate,US,27
2155,2025-11-11,Organic,US,16
2156,2023-12-24,Affiliate,US,23
2157,2025-08-15,Organic,AU,31
2158,2024-07-01,Display,US,51
2159,2025-07-02,Affiliate,UK,29
2160,2024-08-11,Search,CA,19
2161,2024-05-17,Organic,UK,36
2162,2025-01-05,Search,DE,43
2163,2025-11-19,Organic,US,43
2164,2023-10-05,Display,US,37
2165,2025-12-02,Organic,US,42
2166,2025-01-09,Organic,UK,37
2167,2023-04-09,Search,CA,21
2168,2024-12-08,Referral,VN,20
2169,2023-06-23,Display,US,22
2170,2025-05-01,Referral,DE,19
2171,2025-05-22,Display,US,19
2172,2024-03-08,Organic,US,31
2173,2025-02-23,Paid Social,US,31
2174,2023-12-09,Affiliate,US,36
2175,2025-02-27,Search,CA,24
2176,2024-01-12,Referral,US,21
2177,2025-02-13,Referral,US,37
2178,2024-12-14,Organic,US,41
2179,2023-10-05,Affiliate,CA,22
2180,2025-11-20,Paid Social,DE,16
2181,2025-06-27,Paid Social,US,25
2182,2024-10-23,Search,US,55
2183,2025-11-15,Affiliate,UK,16
2184,2023-10-17,Referral,US,24
2185,2023-08-01,Search,DE,20
2186,2023-09-03,Referral,DE,30
2187,2023-01-17,Referral,US,30
2188,2024-09-26,Affiliate,US,22
2189,2023-11-10,Organic,US,35
2190,2024-04-27,Referral,US,39
2191,2025-07-22,Search,US,29
2192,2025-07-16,Paid Social,VN,24
2193,2023-11-10,Referral,US,26
2194,2023-03-13,Referral,UK,39
2195,2024-03-20,Referral,US,32
2196,2023-10-12,Search,DE,33
2197,2025-01-25,Organic,CA,22
2198,2025-04-17,Search,US,16
2199,2023-11-27,Search,CA,24
2200,2025-01-27,Paid Social,UK,16
2201,2024-12-04,Paid Social,AU,41
2202,2025-06-03,Affiliate,US,32
2203,2025-11-06,Organic,US,37
2204,2025-04-03,Display,US,33
2205,2025-02-05,Affiliate,US,33
2206,2023-04-07,Organic,DE,25
2207,2023-02-23,Paid Social,CA,20
2208,2023-10-04,Paid Social,US,24
2209,2024-11-04,Referral,US,24
2210,2024-06-04,Display,UK,16
2211,2025-07-21,Referral,US,62
2212,2025-07-01,Search,US,28
2213,2024-08-21,Referral,US,36
2214,2024-07-20,Search,US,33
2215,2023-08-03,Organic,DE,30
2216,2025-03-03,Paid Social,UK,42
2217,2023-05-13,Affiliate,US,16
2218,2025-06-03,Paid Social,UK,40
2219,2025-07-02,Search,AU,18
2220,2025-06-04,Affiliate,DE,32
2221,2024-02-27,Display,UK,53
2222,2023-09-12,Organic,US,29
2223,2023-10-18,Affiliate,US,16
2224,2025-03-10,Paid Social,CA,34
2225,2023-09-01,Paid Social,DE,30
2226,2023-02-18,Search,CA,33
2227,2025-08-12,Paid Social,US,27
2228,2024-06-24,Paid Social,US,36
2229,2025-09-19,Organic,DE,51
2230,2025-03-21,Search,CA,42
2231,2025-08-04,Paid Social,CA,51
2232,2025-05-14,Search,US,28
2233,2023-07-18,Affiliate,US,43
2234,2025-08-06,Organic,AU,32
2235,2024-06-18,Affiliate,UK,22
2236,2024-01-14,Search,US,25
2237,2024-09-13,Paid Social,DE,43
2238,2025-10-17,Referral,CA,24
2239,2025-08-26,Search,UK,39
2240,2025-03-23,Display,US,32
2241,2024-04-12,Referral,DE,16
2242,2023-07-21,Organic,US,31
2243,2025-06-03,Paid Social,VN,43
2244,2023-11-15,Paid Social,US,46
2245,2024-10-18,Paid Social,AU,27
2246,2023-02-20,Display,UK,30
2247,2024-07-04,Paid Social,DE,50
2248,2025-10-20,Organic,UK,46
2249,2025-07-15,Referral,CA,36
2250,2025-12-04,Affiliate,VN,60
2251,2025-07-14,Display,AU,23
2252,2025-04-17,Referral,UK,23
2253,2025-03-23,Display,US,29
2254,2025-11-21,Paid Social,DE,30
2255,2025-03-09,Paid Social,CA,26
2256,2025-02-23,Organic,VN,29
2257,2024-11-14,Search,US,33
2258,2024-02-06,Search,US,36
2259,2023-06-09,Organic,CA,38
2260,2025-09-27,Organic,UK,16
2261,2023-06-21,Display,US,16
2262,2024-07-23,Paid Social,US,29
2263,2024-08-04,Paid Social,CA,37
2264,2025-07-21,Organic,US,36
2265,2023-01-19,Organic,UK,32
2266,2023-09-20,Affiliate,DE,53
2267,2024-08-27,Organic,US,41
2268,2024-03-24,Affiliate,DE,19
2269,2025-09-19,Referral,UK,34
2270,2024-10-18,Affiliate,UK,23
2271,2024-07-20,Referral,US,31
2272,2023-12-12,Display,UK,42
2273,2023-11-15,Organic,CA,30
2274,2023-04-03,Affiliate,US,16
2275,2025-11-21,Display,US,48
2276,2024-08-04,Display,US,42
2277,2023-08-12,Organic,VN,37
2278,2024-11-14,Paid Social,DE,35
2279,2024-05-21,Referral,US,26
2280,2023-12-14,Affiliate,DE,39
2281,2024-01-22,Paid Social,UK,35
2282,2023-03-27,Paid Social,US,46
2283,2023-12-24,Organic,CA,26
2284,2023-03-22,Paid Social,US,21
2285,2023-12-01,Paid Social,US,48
2286,2025-05-24,Display,VN,26
2287,2025-02-01,Search,US,17
2288,2024-05-08,Referral,DE,36
2289,2025-11-27,Referral,US,27
2290,2025-01-24,Affiliate,VN,24
2291,2024-03-07,Referral,US,51
2292,2025-04-26,Paid Social,US,31
2293,2023-12-15,Organic,US,21
2294,2025-07-22,Organic,UK,42
2295,2025-05-26,Paid Social,US,30
2296,2025-12-14,Organic,US,16
2297,2025-02-27,Search,US,37
2298,2025-10-08,Referral,UK,31
2299,2024-03-22,Affiliate,UK,20
2300,2025-06-22,Search,DE,29
2301,2025-05-25,Organic,US,32
2302,2025-10-19,Paid Social,US,39
2303,2024-12-15,Organic,VN,22
2304,2024-08-22,Paid Social,CA,46
2305,2025-04-14,Paid Social,CA,16
2306,2025-11-04,Organic,DE,29
2307,2025-01-14,Organic,US,31
2308,2023-10-24,Paid Social,CA,17
2309,2024-07-19,Organic,US,27
2310,2025-11-11,Organic,US,28
2311,2025-02-07,Paid Social,US,33
2312,2024-02-10,Display,AU,37
2313,2023-07-08,Display,UK,29
2314,2025-07-14,Referral,UK,33
2315,2023-07-16,Paid Social,DE,33
2316,2025-12-08,Paid Social,UK,23
2317,2025-07-20,Display,UK,40
2318,2025-12-15,Search,US,44
2319,2024-09-16,Organic,US,47
2320,2024-05-02,Search,UK,20
2321,2025-12-14,Organic,AU,20
2322,2024-06-17,Organic,US,44
2323,2023-02-27,Paid Social,CA,25
2324,2025-11-09,Organic,US,29
2325,2023-07-17,Paid Social,US,41
2326,2025-09-01,Affiliate,UK,29
2327,2023-09-20,Search,US,31
2328,2024-01-21,Search,UK,46
2329,2024-04-20,Paid Social,US,38
2330,2024-05-17,Display,AU,26
2331,2025-03-26,Referral,US,45
2332,2024-03-01,Paid Social,CA,27
2333,2024-06-02,Affiliate,US,44
2334,2025-10-27,Affiliate,AU,49
2335,2025-02-26,Organic,VN,41
2336,2023-06-05,Organic,US,38
2337,2023-03-25,Referral,DE,32
2338,2023-07-09,Search,US,40
2339,2023-01-02,Search,US,34
2340,2025-04-11,Search,UK,24
2341,2025-08-20,Paid Social,US,41
2342,2025-10-15,Paid Social,CA,22
2343,2025-09-11,Search,US,41
2344,2025-01-11,Search,US,22
2345,2025-02-07,Referral,CA,24
2346,2025-05-12,Referral,US,34
2347,2025-02-03,Search,VN,17
2348,2024-12-13,Paid Social,CA,31
2349,2023-06-24,Search,US,21
2350,2024-03-09,Organic,CA,36
2351,2025-02-09,Display,US,24
2352,2023-01-01,Organic,DE,34
2353,2023-08-07,Search,AU,38
2354,2025-12-07,Search,CA,20
2355,2023-05-23,Organic,US,53
2356,2025-09-06,Affiliate,DE,16
2357,2025-05-17,Organic,US,38
2358,2025-01-16,Paid Social,DE,35
2359,2024-10-19,Referral,US,43
2360,2023-09-23,Paid Social,CA,38
2361,2024-01-10,Organic,US,31
2362,2023-09-05,Affiliate,UK,22
2363,2023-04-10,Affiliate,US,28
2364,2024-02-03,Display,VN,33
2365,2025-04-01,Affiliate,US,32
2366,2025-11-26,Affiliate,US,43
2367,2025-10-26,Referral,VN,33
2368,2024-03-01,Paid Social,US,31
2369,2024-07-03,Affiliate,US,30
2370,2025-06-15,Organic,US,41
2371,2023-11-14,Organic,UK,39
2372,2024-12-03,Affiliate,UK,34
2373,2023-02-11,Paid Social,VN,21
2374,2025-05-26,Display,US,37
2375,2024-08-02,Organic,US,30
2376,2024-10-24,Organic,UK,32
2377,2025-09-15,Search,US,18
2378,2024-09-01,Display,CA,30
2379,2024-04-16,Referral,US,40
2380,2023-01-25,Paid Social,VN,32
2381,2025-05-03,Paid Social,VN,35
2382,2023-02-24,Affiliate,US,37
2383,2024-11-08,Paid Social,CA,46
2384,2023-04-03,Display,VN,28
2385,2023-11-08,Organic,DE,37
2386,2025-08-13,Paid Social,US,33
2387,2024-01-18,Paid Social,CA,21
2388,2025-05-13,Affiliate,US,34
2389,2025-07-16,Organic,US,47
2390,2025-01-12,Organic,AU,35
2391,2025-04-05,Paid Social,US,49
2392,2023-12-09,Organic,CA,24
2393,2024-09-24,Search,US,18
2394,2024-09-04,Referral,US,30
2395,2025-07-02,Display,US,34
2396,2025-08-21,Display,US,54
2397,2025-07-12,Paid Social,US,49
2398,2025-12-18,Organic,DE,57
2399,2025-06-13,Referral,US,27
2400,2023-08-26,Paid Social,US,16
2401,2024-06-13,Affiliate,UK,16
2402,2023-05-21,Organic,US,26
2403,2025-04-06,Paid Social,US,46
2404,2025-03-06,Display,VN,21
2405,2025-05-16,Paid Social,US,32
2406,2025-06-12,Organic,US,28
2407,2024-04-10,Affiliate,US,41
2408,2023-08-09,Organic,AU,33
2409,2025-10-24,Organic,CA,21
2410,2023-03-09,Paid Social,US,31
2411,2023-12-20,Search,DE,42
2412,2025-04-02,Paid Social,CA,33
2413,2025-08-20,Organic,US,24
2414,2023-07-12,Affiliate,UK,44
2415,2025-05-27,Referral,VN,30
2416,2025-12-04,Referral,DE,31
2417,2024-10-21,Search,US,24
2418,2025-09-04,Search,VN,32
2419,2024-02-04,Display,US,29
2420,2024-07-14,Paid Social,DE,28
2421,2024-11-15,Search,US,27
2422,2025-11-27,Search,US,23
2423,2024-12-10,Paid Social,DE,43
2424,2025-04-12,Paid Social,US,38
2425,2024-05-22,Search,US,26
2426,2024-01-22,Paid Social,CA,16
2427,2024-08-09,Affiliate,UK,19
2428,2024-03-16,Affiliate,DE,51
2429,2025-08-23,Organic,US,30
2430,2025-11-10,Paid Social,US,30
2431,2023-01-26,Paid Social,US,30
2432,2024-12-07,Search,US,16
2433,2023-12-16,Display,DE,47
2434,2025-04-03,Display,VN,25
2435,2025-07-04,Paid Social,UK,38
2436,2024-03-26,Organic,US,33
2437,2025-09-08,Paid Social,US,45
2438,2025-10-26,Display,US,27
2439,2025-11-24,Paid Social,US,43
2440,2025-10-22,Organic,VN,33
2441,2025-06-18,Referral,UK,21
2442,2024-05-20,Search,US,31
2443,2024-08-20,Organic,VN,25
2444,2025-11-26,Organic,US,31
2445,2025-09-18,Referral,US,44
2446,2024-01-01,Organic,US,39
2447,2025-05-12,Affiliate,US,16
2448,2024-10-21,Paid Social,US,35
2449,2024-02-10,Affiliate,US,26
2450,2024-05-23,Search,US,48
2451,2024-05-01,Paid Social,US,31
2452,2025-01-21,Search,US,48
2453,2025-04-16,Organic,US,44
2454,2025-11-18,Paid Social,US,35
2455,2023-01-05,Display,UK,43
2456,2025-09-13,Paid Social,US,43
2457,2025-02-19,Paid Social,AU,29
2458,2024-07-12,Display,UK,38
2459,2024-05-04,Paid Social,DE,31
2460,2024-04-02,Referral,US,37
2461,2025-05-25,Search,US,41
2462,2025-11-01,Referral,AU,24
2463,2025-09-14,Display,US,40
2464,2024-01-16,Search,US,38
2465,2024-08-13,Affiliate,US,53
2466,2025-11-09,Organic,DE,22
2467,2023-05-27,Search,UK,42
2468,2023-07-17,Referral,US,47
2469,2024-11-09,Search,US,30
2470,2025-10-27,Affiliate,CA,19
2471,2024-07-20,Search,VN,45
2472,2025-04-26,Paid Social,US,16
2473,2024-10-26,Affiliate,US,42
2474,2025-09-24,Display,AU,20
2475,2023-02-04,Referral,VN,33
2476,2024-09-01,Paid Social,DE,45
2477,2025-06-27,Referral,DE,32
2478,2024-09-15,Affiliate,US,52
2479,2025-07-10,Referral,US,54
2480,2023-07-04,Paid Social,US,45
2481,2023-04-14,Search,AU,25
2482,2024-04-11,Display,US,16
2483,2025-08-11,Organic,CA,26
2484,2025-09-25,Search,US,25
2485,2023-06-21,Affiliate,CA,43
2486,2025-09-08,Referral,VN,18
2487,2025-03-13,Affiliate,US,42
2488,2024-08-14,Referral,AU,51
2489,2025-02-06,Affiliate,US,41
2490,2025-04-26,Search,UK,34
2491,2023-01-27,Organic,CA,40
2492,2024-04-20,Organic,US,33
2493,2024-01-14,Affiliate,US,32
2494,2025-05-03,Organic,US,28
2495,2025-04-27,Search,US,31
2496,2023-06-27,Search,DE,26
2497,2024-02-19,Search,AU,16
2498,2025-04-12,Search,US,38
2499,2024-08-07,Search,CA,44
2500,2024-01-15,Affiliate,VN,58
2501,2025-07-12,Referral,DE,54
2502,2023-05-19,Affiliate,DE,23
2503,2025-07-03,Paid Social,UK,36
2504,2024-02-25,Display,US,41
2505,2025-09-19,Paid Social,US,66
2506,2025-03-15,Paid Social,VN,25
2507,2025-10-20,Referral,DE,39
2508,2024-10-26,Display,UK,40
2509,2023-08-22,Paid Social,UK,43
2510,2025-06-08,Affiliate,US,27
2511,2025-01-22,Organic,UK,37
2512,2024-09-15,Search,US,41
2513,2024-05-22,Paid Social,VN,39
2514,2025-01-18,Search,US,31
2515,2025-02-20,Search,UK,33
2516,2025-11-09,Paid Social,US,16
2517,2023-07-13,Organic,UK,35
2518,2025-12-19,Referral,CA,37
2519,2024-04-21,Affiliate,AU,39
2520,2023-05-05,Organic,US,36
2521,2024-08-25,Affiliate,AU,39
2522,2025-11-12,Affiliate,US,19
2523,2024-03-19,Search,US,31
2524,2024-07-15,Paid Social,VN,42
2525,2023-11-17,Organic,US,38
2526,2025-01-08,Organic,US,53
2527,2025-07-01,Paid Social,DE,36
2528,2023-10-21,Search,VN,36
2529,2024-11-07,Affiliate,US,27
2530,2025-12-07,Search,VN,64
2531,2025-09-20,Affiliate,CA,35
2532,2025-01-08,Search,CA,53
2533,2025-01-24,Display,CA,31
2534,2025-08-26,Organic,US,41
2535,2025-01-08,Paid Social,CA,42
2536,2024-06-12,Organic,UK,42
2537,2023-06-11,Display,US,40
2538,2025-11-18,Search,US,59
2539,2025-11-17,Display,VN,43
2540,2025-02-18,Search,US,30
2541,2025-06-03,Display,VN,16
2542,2024-04-06,Referral,CA,24
2543,2024-11-22,Referral,DE,40
2544,2024-07-17,Affiliate,VN,20
2545,2025-03-19,Organic,CA,38
2546,2024-02-15,Referral,US,38
2547,2023-08-12,Paid Social,US,31
2548,2025-05-22,Affiliate,US,30
2549,2025-10-14,Organic,AU,32
2550,2025-09-20,Organic,CA,45
2551,2024-09-03,Display,US,24
2552,2024-07-07,Organic,US,42
2553,2023-07-16,Organic,AU,21
2554,2025-04-17,Referral,US,27
2555,2023-07-03,Organic,AU,28
2556,2024-11-21,Organic,CA,38
2557,2023-04-05,Referral,VN,40
2558,2025-01-20,Search,US,16
2559,2024-08-07,Search,AU,34
2560,2025-01-16,Display,US,18
2561,2025-07-03,Display,CA,25
2562,2024-05-19,Affiliate,CA,27
2563,2024-11-09,Display,US,38
2564,2025-02-20,Display,US,38
2565,2025-09-14,Referral,US,28
2566,2025-08-05,Paid Social,US,20
2567,2025-07-14,Display,US,16
2568,2025-11-09,Display,US,33
2569,2023-10-14,Organic,US,44
2570,2025-10-01,Search,VN,20
2571,2025-10-25,Paid Social,VN,48
2572,2024-10-06,Search,CA,16
2573,2024-05-25,Organic,UK,32
2574,2023-06-12,Search,CA,31
2575,2023-10-25,Affiliate,UK,41
2576,2025-07-23,Search,VN,30
2577,2025-10-19,Organic,US,49
2578,2025-04-02,Paid Social,AU,47
2579,2025-05-17,Search,VN,44
2580,2024-12-16,Affiliate,VN,27
2581,2023-01-18,Display,AU,35
2582,2025-05-04,Display,AU,29
2583,2023-08-03,Organic,CA,38
2584,2024-07-24,Organic,UK,34
2585,2024-11-21,Referral,US,60
2586,2025-10-21,Organic,US,30
2587,2023-07-08,Search,AU,33
2588,2023-12-21,Organic,VN,47
2589,2025-12-14,Referral,AU,34
2590,2023-08-05,Referral,US,26
2591,2025-10-24,Organic,US,45
2592,2023-06-13,Display,US,32
2593,2024-12-20,Display,DE,27
2594,2024-07-22,Display,UK,36
2595,2025-05-13,Display,CA,34
2596,2024-10-05,Referral,VN,30
2597,2024-10-04,Paid Social,VN,29
2598,2024-12-05,Referral,VN,19
2599,2023-12-15,Organic,VN,33
2600,2025-06-27,Search,DE,44
2601,2023-08-17,Display,US,34
2602,2025-08-08,Paid Social,US,31
2603,2025-08-12,Paid Social,CA,49
2604,2025-06-07,Affiliate,US,42
2605,2023-10-10,Referral,US,31
2606,2025-09-20,Referral,US,37
2607,2024-11-14,Display,VN,31
2608,2025-02-21,Organic,US,30
2609,2025-01-16,Paid Social,US,29
2610,2023-09-14,Organic,US,24
