subscription_id,user_id,plan_id,start_date,end_date,status
1427,1427,3,2025-02-24,,active
1428,1428,1,2025-07-17,,active
1429,1429,3,2025-07-04,,active
1430,1430,3,2025-04-19,,active
1431,1431,2,2025-06-02,,active
1432,1432,3,2025-12-06,,active
1433,1433,2,2024-11-17,,active
1434,1434,1,2025-11-04,,active
1435,1435,1,2025-04-17,2025-10-17,canceled
1436,1436,1,2023-11-19,2024-05-19,canceled
1437,1437,1,2024-02-24,2024-12-24,canceled
1438,1438,2,2025-03-27,,active
1439,1439,2,2025-02-13,2025-04-13,canceled
1440,1440,1,2025-07-01,,active
1441,1441,2,2025-08-18,,active
1442,1442,2,2024-08-02,,active
1443,1443,3,2025-06-11,,active
1444,1444,1,2025-09-03,,active
1445,1445,3,2024-08-16,,active
1446,1446,3,2023-07-08,,active
1447,1447,2,2025-04-14,,active
1448,1448,2,2025-06-15,,active
1449,1449,1,2023-09-23,2023-10-23,canceled
1450,1450,1,2024-05-06,2024-12-06,canceled
1451,1451,3,2023-09-26,2023-11-26,canceled
1452,1452,1,2023-08-06,2025-10-06,canceled
1453,1453,1,2025-12-11,,active
1454,1454,2,2024-05-13,2024-09-13,canceled
1455,1455,3,2024-02-21,,active
1456,1456,3,2023-01-15,2025-02-15,canceled
1457,1457,2,2025-08-06,,active
1458,1458,2,2025-06-16,,active
1459,1459,2,2023-07-05,2023-11-05,canceled
1460,1460,1,2025-04-01,,active
1461,1461,2,2025-11-04,,active
1462,1462,1,2023-08-23,,active
1463,1463,2,2023-11-26,2025-11-26,canceled
1464,1464,2,2023-04-14,2024-08-14,canceled
1465,1465,2,2025-09-14,,active
1466,1466,2,2023-10-20,,active
1467,1467,2,2023-03-18,,active
1468,1468,1,2023-08-01,2024-03-01,canceled
1469,1469,2,2023-03-23,2025-09-23,canceled
1470,1470,2,2025-02-14,,active
1471,1471,1,2025-05-07,,active
1472,1472,2,2023-06-27,,active
1473,1473,2,2024-06-03,,active
1474,1474,3,2025-06-03,,active
1475,1475,1,2023-03-05,,active
1476,1476,2,2025-02-20,2025-12-20,canceled
1477,1477,2,2024-11-13,,active
1478,1478,2,2024-12-13,,active
1479,1479,2,2023-07-18,,active
1480,1480,2,2023-10-04,,active
1481,1481,2,2025-05-06,,active
1482,1482,2,2023-10-07,2024-11-07,canceled
1483,1483,2,2025-09-07,2025-11-07,canceled
1484,1484,1,2025-09-26,,active
1485,1485,3,2023-01-15,2025-06-15,canceled
1486,1486,2,2024-09-22,,active
1487,1487,2,2025-05-05,,active
1488,1488,2,2025-07-04,,active
1489,1489,2,2023-03-11,2023-05-11,canceled
1490,1490,1,2025-05-15,,active
1491,1491,2,2025-05-03,2025-06-03,canceled
1492,1492,1,2023-08-27,,active
1493,1493,3,2025-06-27,,active
1494,1494,3,2024-10-10,2025-11-10,canceled
1495,1495,3,2025-03-01,,active
1496,1496,1,2023-02-18,2023-11-18,canceled
1497,1497,2,2024-12-25,,active
1498,1498,2,2025-01-17,2025-03-17,canceled
1499,1499,1,2024-12-02,2025-09-02,canceled
1500,1500,1,2023-12-06,2024-03-06,canceled
1501,1501,1,2023-08-05,2023-09-05,canceled
1502,1502,1,2025-12-15,,active
1503,1503,1,2024-08-08,2025-12-08,canceled
1504,1504,3,2023-04-14,2024-10-14,canceled
1505,1505,1,2025-09-12,,active
1506,1506,1,2024-01-03,,active
1507,1507,2,2023-07-08,,active
1508,1508,3,2024-09-23,2025-03-23,canceled
1509,1509,3,2024-03-13,2025-06-13,canceled
1510,1510,3,2024-11-17,2025-03-17,canceled
1511,1511,1,2024-01-21,2024-12-21,canceled
1512,1512,2,2023-03-04,2024-05-04,canceled
1513,1513,2,2023-05-06,2024-03-06,canceled
1514,1514,3,2025-07-01,,active
1515,1515,1,2024-05-17,2024-09-17,canceled
1516,1516,2,2025-11-09,,active
1517,1517,2,2024-04-01,,active
1518,1518,2,2025-12-18,,active
1519,1519,2,2025-05-05,,active
1520,1520,3,2025-12-07,,active
1521,1521,1,2024-05-26,2025-08-26,canceled
1522,1522,2,2025-12-12,,active
1523,1523,1,2025-03-18,,active
1524,1524,2,2025-09-22,,active
1525,1525,1,2024-07-11,,active
1526,1526,2,2025-04-10,,active
1527,1527,1,2023-08-02,,active
1528,1528,2,2025-06-13,,active
1529,1529,1,2025-09-26,,active
1530,1530,3,2025-09-05,,active
1531,1531,1,2025-04-15,,active
1532,1532,2,2025-09-12,2025-10-12,canceled
1533,1533,1,2024-10-27,2025-07-27,canceled
1534,1534,1,2023-08-04,2025-03-04,canceled
1535,1535,2,2025-07-15,,active
1536,1536,2,2025-05-17,,active
1537,1537,1,2023-12-04,2025-01-04,canceled
1538,1538,2,2025-07-17,,active
1539,1539,1,2024-03-27,,active
1540,1540,1,2024-06-20,2024-09-20,canceled
1541,1541,3,2025-08-09,,active
1542,1542,2,2024-09-02,2024-12-02,canceled
1543,1543,2,2025-11-13,,active
1544,1544,1,2024-01-16,2024-11-16,canceled
1545,1545,1,2025-01-12,2025-02-12,canceled
1546,1546,2,2024-07-16,,active
1547,1547,1,2023-12-27,2024-03-27,canceled
1548,1548,2,2024-05-05,,active
1549,1549,2,2024-08-14,2025-03-14,canceled
1550,1550,2,2025-06-14,,active
1551,1551,1,2025-10-14,,active
1552,1552,2,2024-06-16,,active
1553,1553,1,2024-02-05,,active
1554,1554,2,2025-08-01,2025-09-01,canceled
1555,1555,1,2024-01-13,2024-05-13,canceled
1556,1556,1,2025-12-01,,active
1557,1557,2,2024-06-05,2024-09-05,canceled
1558,1558,1,2025-12-20,,active
1559,1559,1,2025-04-22,,active
1560,1560,2,2024-11-10,,active
1561,1561,3,2024-10-14,,active
1562,1562,1,2024-04-26,2024-10-26,canceled
1563,1563,2,2024-06-15,2025-12-15,canceled
1564,1564,2,2025-08-13,,active
1565,1565,1,2023-07-06,,active
1566,1566,2,2025-04-04,2025-05-04,canceled
1567,1567,1,2025-04-07,,active
1568,1568,2,2025-08-02,,active
1569,1569,1,2023-04-11,2023-06-11,canceled
1570,1570,2,2024-08-11,2025-02-11,canceled
1571,1571,2,2025-10-18,2025-11-18,canceled
1572,1572,1,2023-11-19,2024-01-19,canceled
1573,1573,3,2025-07-04,2025-09-04,canceled
1574,1574,1,2024-02-11,2024-07-11,canceled
1575,1575,2,2025-08-13,,active
1576,1576,2,2025-05-20,,active
1577,1577,2,2024-12-03,,active
1578,1578,2,2025-06-03,2025-08-03,canceled
1579,1579,3,2025-08-09,2025-12-09,canceled
1580,1580,3,2025-02-11,,active
1581,1581,2,2023-05-23,2023-08-23,canceled
1582,1582,3,2024-07-11,2025-04-11,canceled
1583,1583,1,2023-06-22,,active
1584,1584,1,2024-10-03,2025-07-03,canceled
1585,1585,1,2024-10-18,2025-04-18,canceled
1586,1586,2,2025-06-08,2025-09-08,canceled
1587,1587,2,2024-05-10,,active
1588,1588,3,2023-09-26,2025-03-26,canceled
1589,1589,3,2024-01-21,2025-11-21,canceled
1590,1590,2,2025-02-08,,active
1591,1591,3,2024-08-15,,active
1592,1592,2,2024-05-26,,active
1593,1593,2,2025-09-15,,active
1594,1594,1,2025-01-13,,active
1595,1595,2,2025-08-20,,active
1596,1596,1,2024-01-20,2024-03-20,canceled
1597,1597,1,2025-02-27,,active
1598,1598,2,2024-09-16,2025-04-16,canceled
1599,1599,1,2025-11-21,,active
1600,1600,1,2023-08-02,2024-03-02,canceled
1601,1601,2,2025-11-20,,active
1602,1602,2,2025-09-10,2025-11-10,canceled
1603,1603,1,2024-12-22,2025-05-22,canceled
1604,1604,2,2024-08-06,,active
1605,1605,1,2025-02-27,,active
1606,1606,3,2025-08-19,,active
1607,1607,1,2023-08-23,2025-07-23,canceled
1608,1608,2,2024-06-06,2024-12-06,canceled
1609,1609,1,2023-07-18,2024-12-18,canceled
1610,1610,2,2023-01-01,2024-06-01,canceled
1611,1611,1,2024-04-26,2024-05-26,canceled
1612,1612,1,2023-01-08,2023-11-08,canceled
1613,1613,1,2024-01-11,2024-07-11,canceled
1614,1614,1,2024-11-10,,active
1615,1615,3,2023-12-05,2024-10-05,canceled
1616,1616,1,2023-05-24,2024-02-24,canceled
1617,1617,2,2025-12-26,,active
1618,1618,1,2025-12-27,,active
1619,1619,1,2025-09-16,,active
1620,1620,2,2025-06-17,,active
1621,1621,2,2025-05-02,2025-09-02,canceled
1622,1622,2,2024-12-27,,active
1623,1623,2,2024-06-22,,active
1624,1624,1,2024-11-09,2025-01-09,canceled
1625,1625,2,2024-04-08,2024-07-08,canceled
1626,1626,3,2023-07-06,2024-09-06,canceled
1627,1627,1,2024-02-01,2025-02-01,canceled
1628,1628,1,2023-09-22,2023-10-22,canceled
1629,1629,2,2023-11-11,2024-01-11,canceled
1630,1630,2,2025-08-27,,active
1631,1631,2,2024-03-08,2024-11-08,canceled
1632,1632,1,2024-06-20,,active
1633,1633,1,2024-08-08,2025-02-08,canceled
1634,1634,1,2024-08-22,2024-10-22,canceled
1635,1635,2,2024-07-20,,active
1636,1636,1,2025-02-13,,active
1637,1637,3,2024-08-23,,active
1638,1638,2,2025-12-17,,active
1639,1639,2,2023-07-17,2024-12-17,canceled
1640,1640,1,2024-01-22,2024-02-22,canceled
1641,1641,1,2025-02-22,,active
1642,1642,2,2025-04-01,,active
1643,1643,2,2023-08-10,,active
1644,1644,2,2025-12-24,,active
1645,1645,3,2023-12-24,,active
1646,1646,1,2023-05-07,2023-11-07,canceled
1647,1647,2,2024-09-08,2025-02-08,canceled
1648,1648,2,2025-06-25,2025-07-25,canceled
1649,1649,2,2025-03-17,,active
1650,1650,2,2023-12-19,2025-03-19,canceled
1651,1651,1,2024-05-24,2024-06-24,canceled
1652,1652,3,2025-04-01,,active
1653,1653,1,2025-10-22,2025-11-22,canceled
1654,1654,3,2025-07-01,,active
1655,1655,1,2024-12-09,2025-10-09,canceled
1656,1656,1,2024-04-07,,active
1657,1657,1,2025-11-26,,active
1658,1658,3,2025-04-04,2025-08-04,canceled
1659,1659,2,2023-02-01,2023-11-01,canceled
1660,1660,2,2025-03-26,2025-10-26,canceled
1661,1661,1,2024-07-16,2024-12-16,canceled
1662,1662,2,2024-02-14,,active
1663,1663,1,2024-12-23,,active
1664,1664,1,2025-03-27,,active
1665,1665,1,2023-05-20,,active
1666,1666,3,2025-09-10,,active
1667,1667,1,2025-02-20,,active
1668,1668,2,2025-07-25,,active
1669,1669,1,2024-06-17,2025-05-17,canceled
1670,1670,1,2023-07-04,2023-11-04,canceled
1671,1671,1,2025-06-02,2025-08-02,canceled
1672,1672,3,2024-03-20,,active
1673,1673,3,2024-07-19,,active
1674,1674,2,2025-09-04,2025-11-04,canceled
1675,1675,2,2024-09-27,,active
1676,1676,1,2024-04-01,,active
1677,1677,2,2025-08-04,,active
1678,1678,1,2025-07-14,,active
1679,1679,1,2024-07-11,2025-12-11,canceled
1680,1680,1,2023-05-24,2023-06-24,canceled
1681,1681,2,2023-06-07,2024-03-07,canceled
1682,1682,1,2025-11-27,,active
1683,1683,1,2024-03-04,2024-08-04,canceled
1684,1684,1,2024-04-22,,active
1685,1685,2,2025-12-15,,active
1686,1686,1,2024-07-13,,active
1687,1687,3,2024-01-23,,active
1688,1688,3,2025-09-18,2025-10-18,canceled
1689,1689,2,2025-05-11,,active
1690,1690,1,2025-06-05,,active
1691,1691,3,2024-05-27,,active
1692,1692,2,2023-11-07,2024-01-07,canceled
1693,1693,2,2024-12-17,2025-08-17,canceled
1694,1694,1,2025-01-09,2025-12-09,canceled
1695,1695,1,2025-09-23,,active
1696,1696,3,2023-04-10,2025-08-10,canceled
1697,1697,1,2025-10-01,,active
1698,1698,1,2024-02-16,2025-09-16,canceled
1699,1699,2,2025-08-24,,active
1700,1700,1,2023-05-16,2023-06-16,canceled
1701,1701,2,2024-05-07,,active
1702,1702,1,2025-10-25,,active
1703,1703,1,2023-10-09,2024-04-09,canceled
1704,1704,2,2025-11-19,2025-12-19,canceled
1705,1705,1,2025-08-02,2025-09-02,canceled
1706,1706,2,2024-12-05,2025-06-05,canceled
1707,1707,3,2023-04-23,2023-06-23,canceled
1708,1708,2,2023-07-16,2024-05-16,canceled
1709,1709,2,2024-05-26,2025-03-26,canceled
1710,1710,2,2023-10-03,2023-12-03,canceled
1711,1711,2,2025-10-09,,active
1712,1712,1,2025-10-23,,active
1713,1713,2,2025-02-14,2025-04-14,canceled
1714,1714,1,2025-12-14,,active
1715,1715,1,2023-01-23,2025-08-23,canceled
1716,1716,1,2025-04-11,2025-07-11,canceled
1717,1717,1,2023-08-18,2023-09-18,canceled
1718,1718,2,2024-05-08,2024-07-08,canceled
1719,1719,2,2023-01-22,2024-11-22,canceled
1720,1720,2,2025-01-26,2025-06-26,canceled
1721,1721,2,2024-08-02,,active
1722,1722,1,2024-01-06,,active
1723,1723,2,2025-07-10,,active
1724,1724,1,2024-03-16,2024-04-16,canceled
1725,1725,3,2025-08-15,,active
1726,1726,2,2024-02-25,2024-03-25,canceled
1727,1727,1,2025-01-21,2025-03-21,canceled
1728,1728,2,2024-03-15,2024-07-15,canceled
1729,1729,2,2023-10-07,2025-04-07,canceled
1730,1730,1,2025-02-22,2025-11-22,canceled
1731,1731,2,2025-10-06,,active
1732,1732,3,2024-12-14,2025-06-14,canceled
1733,1733,3,2025-12-16,,active
1734,1734,1,2023-09-27,,active
1735,1735,2,2025-08-02,,active
1736,1736,2,2023-04-01,2023-06-01,canceled
1737,1737,2,2023-08-17,2023-12-17,canceled
1738,1738,1,2025-02-21,,active
1739,1739,3,2025-05-12,,active
1740,1740,2,2023-02-25,,active
1741,1741,2,2024-11-15,,active
1742,1742,1,2024-07-02,,active
1743,1743,1,2024-10-16,2024-11-16,canceled
1744,1744,1,2024-04-10,2024-11-10,canceled
1745,1745,2,2023-11-12,2024-07-12,canceled
1746,1746,1,2025-04-16,2025-09-16,canceled
1747,1747,1,2024-03-11,2025-02-11,canceled
1748,1748,1,2023-08-27,2023-09-27,canceled
1749,1749,2,2024-03-08,2024-04-08,canceled
1750,1750,3,2023-03-16,,active
1751,1751,2,2025-05-05,,active
1752,1752,1,2024-07-08,2024-10-08,canceled
1753,1753,2,2024-06-11,2025-01-11,canceled
1754,1754,1,2024-03-16,2025-06-16,canceled
1755,1755,3,2025-09-03,,active
1756,1756,2,2025-03-15,2025-04-15,canceled
1757,1757,2,2025-06-25,,active
1758,1758,1,2025-11-21,,active
1759,1759,1,2023-01-11,2025-08-11,canceled
1760,1760,2,2024-08-19,,active
1761,1761,1,2025-01-25,,active
1762,1762,2,2023-12-09,2024-02-09,canceled
1763,1763,3,2025-06-10,,active
1764,1764,1,2025-03-07,,active
1765,1765,2,2025-07-04,,active
1766,1766,1,2023-01-23,,active
1767,1767,1,2025-10-15,,active
1768,1768,2,2023-03-22,2023-05-22,canceled
1769,1769,3,2025-10-17,,active
1770,1770,2,2025-09-21,,active
1771,1771,2,2023-01-14,,active
1772,1772,2,2024-03-02,2024-05-02,canceled
1773,1773,2,2024-02-10,,active
1774,1774,1,2024-05-18,,active
1775,1775,2,2025-07-05,,active
1776,1776,3,2024-08-15,,active
1777,1777,1,2024-03-19,2025-02-19,canceled
1778,1778,3,2023-06-04,,active
1779,1779,1,2024-11-01,,active
1780,1780,2,2025-12-01,,active
1781,1781,1,2024-09-13,2024-10-13,canceled
1782,1782,1,2024-12-06,2025-06-06,canceled
1783,1783,3,2024-04-22,2025-06-22,canceled
1784,1784,3,2025-07-09,,active
1785,1785,3,2024-05-08,2024-06-08,canceled
1786,1786,1,2024-12-22,2025-02-22,canceled
1787,1787,1,2024-01-02,2025-04-02,canceled
1788,1788,2,2025-09-18,,active
1789,1789,3,2023-11-23,2025-01-23,canceled
1790,1790,3,2024-08-08,2025-04-08,canceled
1791,1791,2,2023-08-01,,active
1792,1792,2,2025-08-13,,active
1793,1793,1,2023-08-02,,active
1794,1794,1,2025-11-17,,active
1795,1795,1,2023-09-22,2023-10-22,canceled
1796,1796,1,2024-12-27,,active
1797,1797,1,2023-08-15,2023-11-15,canceled
1798,1798,2,2025-12-11,,active
1799,1799,3,2024-07-04,2025-08-04,canceled
1800,1800,1,2025-08-11,,active
1801,1801,3,2024-02-21,2024-08-21,canceled
1802,1802,2,2025-02-04,2025-08-04,canceled
1803,1803,1,2024-09-13,,active
1804,1804,2,2024-06-20,2025-04-20,canceled
1805,1805,3,2023-06-02,2024-07-02,canceled
1806,1806,1,2023-09-09,,active
1807,1807,3,2025-09-15,,active
1808,1808,3,2024-04-18,,active
1809,1809,3,2024-05-04,2025-06-04,canceled
1810,1810,3,2024-08-01,2025-06-01,canceled
1811,1811,1,2025-03-17,,active
1812,1812,2,2024-01-03,2024-03-03,canceled
1813,1813,3,2024-10-16,2025-05-16,canceled
1814,1814,2,2025-03-06,,active
1815,1815,2,2025-12-14,,active
1816,1816,1,2023-03-13,2023-10-13,canceled
1817,1817,1,2025-10-26,,active
1818,1818,1,2024-06-19,,active
1819,1819,1,2025-12-02,,active
1820,1820,2,2024-03-09,,active
1821,1821,3,2025-07-15,,active
1822,1822,1,2023-12-18,,active
1823,1823,1,2024-08-13,,active
1824,1824,2,2024-02-19,,active
1825,1825,1,2024-03-20,,active
1826,1826,1,2023-12-20,2024-02-20,canceled
1827,1827,1,2024-08-08,2025-11-08,canceled
1828,1828,1,2024-12-05,2025-01-05,canceled
1829,1829,2,2023-08-16,,active
1830,1830,2,2025-05-23,,active
1831,1831,1,2025-11-16,,active
1832,1832,1,2023-01-06,2023-07-06,canceled
1833,1833,1,2023-02-05,,active
1834,1834,1,2025-11-24,,active
1835,1835,2,2025-05-21,,active
1836,1836,2,2024-11-25,2025-02-25,canceled
1837,1837,2,2023-07-12,2024-07-12,canceled
1838,1838,2,2025-06-08,2025-08-08,canceled
1839,1839,3,2025-05-20,,active
1840,1840,2,2025-04-22,2025-06-22,canceled
1841,1841,3,2025-01-12,,active
1842,1842,2,2024-01-16,2025-11-16,canceled
1843,1843,3,2024-09-19,2025-03-19,canceled
1844,1844,2,2024-02-23,,active
1845,1845,1,2025-03-16,,active
1846,1846,3,2025-08-20,,active
1847,1847,1,2024-11-15,,active
1848,1848,2,2025-07-27,2025-08-27,canceled
1849,1849,2,2023-03-12,2024-12-12,canceled
1850,1850,3,2024-04-22,,active
1851,1851,1,2024-08-02,,active
1852,1852,2,2023-09-24,2023-10-24,canceled
1853,1853,2,2023-09-14,,active
1854,1854,3,2025-05-03,2025-11-03,canceled
1855,1855,1,2025-03-16,,active
1856,1856,3,2024-09-20,,active
1857,1857,2,2025-05-01,,active
1858,1858,1,2024-01-19,2024-05-19,canceled
1859,1859,1,2024-12-14,,active
1860,1860,2,2024-08-09,2025-03-09,canceled
1861,1861,1,2025-11-27,,active
1862,1862,1,2023-12-03,,active
1863,1863,1,2023-05-27,2023-07-27,canceled
1864,1864,3,2025-08-18,,active
1865,1865,3,2025-01-02,,active
1866,1866,2,2024-11-20,,active
1867,1867,1,2025-07-25,,active
1868,1868,3,2025-09-21,,active
1869,1869,3,2023-06-14,2024-06-14,canceled
1870,1870,1,2025-12-12,,active
1871,1871,1,2025-01-21,,active
1872,1872,1,2025-09-27,,active
1873,1873,1,2025-07-08,,active
1874,1874,1,2024-07-09,2024-08-09,canceled
1875,1875,3,2025-01-09,,active
1876,1876,2,2025-08-16,,active
1877,1877,2,2023-04-14,2024-03-14,canceled
1878,1878,3,2023-08-02,,active
1879,1879,3,2024-07-24,2024-08-24,canceled
1880,1880,2,2024-05-17,2024-06-17,canceled
1881,1881,2,2025-11-15,,active
1882,1882,2,2023-12-19,2024-10-19,canceled
1883,1883,1,2024-03-20,2025-02-20,canceled
1884,1884,3,2024-05-15,,active
1885,1885,1,2023-12-03,2024-08-03,canceled
1886,1886,1,2023-12-27,,active
1887,1887,2,2025-11-14,,active
1888,1888,2,2024-09-06,,active
1889,1889,3,2025-12-19,,active
1890,1890,1,2025-02-10,2025-10-10,canceled
1891,1891,1,2023-08-04,,active
1892,1892,2,2025-05-23,2025-08-23,canceled
1893,1893,3,2023-07-26,2023-08-26,canceled
1894,1894,1,2025-08-22,,active
1895,1895,1,2025-06-09,,active
1896,1896,1,2024-08-12,2025-12-12,canceled
1897,1897,3,2023-12-02,,active
1898,1898,2,2024-09-05,2025-08-05,canceled
1899,1899,3,2024-07-01,2024-09-01,canceled
1900,1900,1,2024-02-11,,active
1901,1901,2,2023-03-15,,active
1902,1902,2,2024-10-19,,active
1903,1903,2,2024-11-05,2024-12-05,canceled
1904,1904,1,2025-01-23,,active
1905,1905,2,2025-06-23,,active
1906,1906,2,2025-04-09,,active
1907,1907,1,2023-12-07,2024-08-07,canceled
1908,1908,2,2025-05-25,,active
1909,1909,2,2025-03-24,2025-04-24,canceled
1910,1910,2,2025-11-19,,active
1911,1911,2,2024-01-02,2025-02-02,canceled
1912,1912,2,2023-02-19,2025-03-19,canceled
1913,1913,1,2024-06-01,,active
1914,1914,2,2024-09-26,,active
1915,1915,2,2024-06-13,2025-09-13,canceled
1916,1916,1,2024-12-12,,active
1917,1917,1,2024-12-15,2025-08-15,canceled
1918,1918,2,2023-04-04,2023-09-04,canceled
1919,1919,3,2024-07-03,2025-10-03,canceled
1920,1920,2,2023-02-24,2025-02-24,canceled
1921,1921,3,2024-04-24,2024-06-24,canceled
1922,1922,2,2024-08-12,,active
1923,1923,2,2025-08-23,,active
1924,1924,2,2025-02-23,,active
1925,1925,3,2024-01-03,,active
1926,1926,3,2024-11-07,2025-11-07,canceled
1927,1927,2,2025-01-15,2025-07-15,canceled
1928,1928,1,2024-12-16,2025-02-16,canceled
1929,1929,3,2025-06-09,,active
1930,1930,2,2024-11-17,,active
1931,1931,1,2025-06-17,,active
1932,1932,3,2025-01-04,,active
1933,1933,1,2025-09-06,,active
1934,1934,2,2025-10-17,,active
1935,1935,2,2025-11-05,,active
1936,1936,2,2025-07-18,,active
1937,1937,1,2024-12-12,,active
1938,1938,1,2025-04-02,2025-05-02,canceled
1939,1939,2,2025-12-07,,active
1940,1940,1,2023-09-13,2024-11-13,canceled
1941,1941,2,2025-02-15,,active
1942,1942,2,2025-05-10,,active
1943,1943,1,2024-05-22,2024-07-22,canceled
1944,1944,2,2025-02-02,,active
1945,1945,2,2024-09-19,2024-12-19,canceled
1946,1946,2,2024-08-18,,active
1947,1947,2,2024-11-02,,active
1948,1948,2,2023-06-19,2023-10-19,canceled
1949,1949,2,2024-06-21,,active
1950,1950,2,2024-07-24,,active
1951,1951,1,2025-09-01,,active
1952,1952,2,2025-10-05,,active
1953,1953,1,2025-06-14,,active
1954,1954,2,2024-11-24,2025-02-24,canceled
1955,1955,2,2025-06-19,,active
1956,1956,1,2024-09-01,2025-04-01,canceled
1957,1957,2,2025-01-26,2025-03-26,canceled
1958,1958,1,2024-06-09,2024-08-09,canceled
1959,1959,1,2023-06-12,2025-10-12,canceled
1960,1960,2,2024-04-27,2024-05-27,canceled
1961,1961,2,2024-06-06,,active
1962,1962,2,2023-06-21,2024-11-21,canceled
1963,1963,2,2025-06-27,,active
1964,1964,3,2025-07-12,,active
1965,1965,1,2023-12-10,2024-06-10,canceled
1966,1966,2,2023-09-04,2025-10-04,canceled
1967,1967,2,2023-12-24,2024-02-24,canceled
1968,1968,3,2025-12-06,,active
1969,1969,2,2024-07-25,2025-03-25,canceled
1970,1970,3,2025-08-10,,active
1971,1971,1,2025-03-17,2025-11-17,canceled
1972,1972,2,2023-11-10,2024-11-10,canceled
1973,1973,1,2023-05-23,2023-06-23,canceled
1974,1974,2,2024-05-02,2024-12-02,canceled
1975,1975,3,2025-10-22,,active
1976,1976,1,2025-03-19,,active
1977,1977,3,2023-12-12,2025-07-12,canceled
1978,1978,2,2024-04-04,2024-10-04,canceled
1979,1979,2,2025-08-03,,active
1980,1980,1,2025-08-13,,active
1981,1981,2,2025-07-10,,active
1982,1982,2,2025-08-03,,active
1983,1983,2,2024-06-22,2025-11-22,canceled
1984,1984,2,2025-12-11,,active
1985,1985,1,2023-03-21,2024-01-21,canceled
1986,1986,1,2025-08-04,2025-12-04,canceled
1987,1987,2,2025-10-13,,active
1988,1988,1,2023-09-04,2024-10-04,canceled
1989,1989,3,2024-01-16,,active
1990,1990,3,2024-04-27,2025-06-27,canceled
1991,1991,2,2025-11-25,,active
1992,1992,1,2023-05-25,2024-10-25,canceled
1993,1993,1,2024-02-26,,active
1994,1994,2,2025-09-17,2025-11-17,canceled
1995,1995,1,2025-08-04,,active
1996,1996,1,2023-03-16,2023-08-16,canceled
1997,1997,2,2023-05-09,,active
1998,1998,1,2023-09-22,2024-08-22,canceled
1999,1999,3,2025-05-18,2025-08-18,canceled
2000,2000,1,2025-12-08,,active
2001,2001,1,2025-07-12,,active
2002,2002,1,2025-11-01,,active
2003,2003,1,2025-08-01,,active
2004,2004,1,2024-08-09,,active
2005,2005,2,2025-05-13,2025-07-13,canceled
2006,2006,2,2025-01-25,,active
2007,2007,3,2025-05-22,,active
2008,2008,3,2025-08-09,2025-10-09,canceled
2009,2009,3,2025-03-21,2025-06-21,canceled
2010,2010,1,2025-07-26,,active
2011,2011,3,2024-07-16,,active
2012,2012,2,2023-09-14,2024-02-14,canceled
2013,2013,3,2024-09-10,,active
2014,2014,1,2024-10-08,,active
2015,2015,1,2025-04-15,,active
2016,2016,1,2025-03-06,2025-05-06,canceled
2017,2017,1,2025-09-23,,active
2018,2018,3,2024-12-13,2025-09-13,canceled
2019,2019,1,2023-11-10,2024-07-10,canceled
2020,2020,3,2023-08-09,2025-06-09,canceled
2021,2021,3,2024-11-12,,active
2022,2022,2,2023-09-06,2024-02-06,canceled
2023,2023,1,2025-06-24,,active
2024,2024,2,2023-12-05,2024-01-05,canceled
2025,2025,3,2025-07-05,,active
2026,2026,1,2024-10-03,,active
2027,2027,2,2025-06-16,,active
2028,2028,2,2025-04-13,,active
2029,2029,2,2024-01-03,2024-05-03,canceled
2030,2030,1,2024-03-14,,active
2031,2031,2,2024-07-01,2025-07-01,canceled
2032,2032,1,2024-02-08,2025-02-08,canceled
2033,2033,2,2025-01-21,,active
2034,2034,1,2024-03-23,2024-09-23,canceled
2035,2035,1,2025-05-09,,active
2036,2036,3,2025-04-10,,active
2037,2037,2,2023-12-15,2025-02-15,canceled
2038,2038,2,2024-04-10,2025-10-10,canceled
2039,2039,1,2024-01-13,2024-07-13,canceled
2040,2040,2,2025-05-05,2025-07-05,canceled
2041,2041,2,2025-09-14,,active
2042,2042,1,2025-04-27,,active
2043,2043,2,2025-05-27,,active
2044,2044,1,2024-04-27,2025-11-27,canceled
2045,2045,2,2025-06-04,2025-08-04,canceled
2046,2046,2,2025-04-15,2025-11-15,canceled
2047,2047,1,2023-01-23,2023-06-23,canceled
2048,2048,1,2025-10-27,,active
2049,2049,1,2024-10-03,2025-06-03,canceled
2050,2050,1,2024-09-19,,active
2051,2051,1,2024-05-20,2025-05-20,canceled
2052,2052,2,2024-11-12,,active
2053,2053,2,2023-01-24,2025-01-24,canceled
2054,2054,1,2024-04-14,2024-05-14,canceled
2055,2055,3,2023-08-05,,active
2056,2056,2,2023-10-03,2023-12-03,canceled
2057,2057,1,2025-01-21,,active
2058,2058,1,2024-12-14,,active
2059,2059,1,2025-02-03,2025-12-03,canceled
2060,2060,1,2024-09-15,,active
2061,2061,1,2025-12-24,,active
2062,2062,1,2025-12-08,,active
2063,2063,2,2023-10-21,2025-04-21,canceled
2064,2064,2,2023-09-26,2025-03-26,canceled
2065,2065,3,2023-01-01,2023-09-01,canceled
2066,2066,1,2025-11-11,,active
2067,2067,2,2024-10-18,,active
2068,2068,1,2024-12-27,2025-01-27,canceled
2069,2069,1,2024-11-11,2025-12-11,canceled
2070,2070,1,2025-10-06,,active
2071,2071,1,2023-01-16,,active
2072,2072,1,2024-11-25,2025-01-25,canceled
